track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts, streams ,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13," $383,835,984.00 ",109,38,301,1,33,122,C#,Major,85,42,80,6,0,17,14
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9," $323,455,692.00 ",15,33,6,1,0,113,G#,Major,70,97,59,55,0,27,12
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16," $319,757,142.00 ",27,84,32,7,11,140,G,Major,59,73,45,44,0,34,3
Chale,Eden Muï¿½ï,1,2022,2,18,695,11," $299,648,208.00 ",16,41,13,1,1,189,G#,Major,55,86,44,40,0,7,4
Nail Tech,Jack Harlow,1,2022,2,18,2939,0," $193,443,895.00 ",42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21," $421,365,166.00 ",68,24,43,1,0,92,G#,Major,45,27,67,32,0,13,14
DARARI,Treasure,1,2022,2,15,328,0," $182,978,249.00 ",10,21,7,0,9,85,,Major,72,55,64,49,0,7,4
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0," $307,752,576.00 ",48,4,34,1,0,110,C#,Major,80,26,85,23,0,11,21
Boyfriend,Dove Cameron,1,2022,2,11,3766,0," $496,311,364.00 ",76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5," $246,376,690.00 ",4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0," $146,789,379.00 ",46,1,34,0,0,134,,Major,53,31,31,92,0,28,3
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0," $107,255,472.00 ",34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0," $64,714,573.00 ",25,0,14,0,0,140,B,Major,89,75,70,6,0,13,5
Worst Day,Future,1,2022,2,11,910,0," $50,746,620.00 ",20,3,24,0,0,89,C#,Major,65,60,60,11,0,10,40
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28," $716,591,492.00 ",151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8
Calm Down,Rï¿½ï,1,2022,2,9,4013,10," $445,763,624.00 ",107,44,750,22,,107,B,Major,81,82,78,38,0,12,4
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6," $284,249,832.00 ",10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4
Ojos Marrones,Lasso,1,2022,2,6,795,11," $263,280,370.00 ",26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0," $343,197,054.00 ",105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,0," $121,913,181.00 ",26,1,58,0,0,71,,Minor,28,26,20,19,0,30,3
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0," $81,350,745.00 ",42,1,26,0,0,120,C#,Minor,84,54,51,47,0,12,40
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0," $64,787,943.00 ",8,0,29,0,0,117,C#,Major,92,62,86,11,0,24,24
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0," $135,079,152.00 ",34,1,31,0,0,123,G,Major,52,44,60,40,0,26,3
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2," $208,166,039.00 ",45,0,99,1,1,135,A,Minor,78,55,57,4,0,10,8
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4," $187,772,591.00 ",26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0," $258,714,692.00 ",47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,0," $154,119,539.00 ",28,73,64,0,0,135,F,Minor,89,89,86,16,0,8,5
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0," $300,983,101.00 ",135,74,119,1,18,127,A#,Major,77,53,78,19,0,29,4
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,32," $682,475,162.00 ",46,16,53,1,2,96,A#,Minor,87,82,53,10,0,5,8
Murder In My Mind,Kordhell,1,2022,1,21,2459,20," $448,843,705.00 ",20,68,50,0,22,120,A#,Major,71,57,97,1,0,13,11
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0," $277,132,266.00 ",49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26
Light Switch,Charlie Puth,1,2022,1,19,4049,0," $500,340,342.00 ",119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0," $78,489,819.00 ",39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6
212,"Mainstreet, Chefin",2,2022,1,15,352,0," $143,139,338.00 ",10,0,39,0,0,154,D,Minor,79,86,52,66,0,9,7
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,2022,1,14,971,2," $291,709,698.00 ",35,104,93,1,0,124,,Minor,73,68,83,55,0,90,7
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1," $245,400,167.00 ",19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30
Polaroid Love,ENHYPEN,1,2022,1,10,461,0," $211,372,494.00 ",10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0," $77,337,771.00 ",2,12,10,0,0,127,E,Minor,60,40,89,9,0,60,6
The Rumbling (TV Size),SiM,1,2022,1,10,254,0," $71,014,967.00 ",0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,0," $108,809,090.00 ",41,122,394,0,2,88,D,Minor,56,58,55,35,0,23,11
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6," $391,251,368.00 ",13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3
Out of Time,The Weeknd,1,2022,1,7,3711,0," $339,659,802.00 ",49,88,62,0,,93,,Minor,65,82,74,27,0,32,5
Sacrifice,The Weeknd,1,2022,1,7,4440,0," $326,792,833.00 ",81,77,133,0,,122,G,Major,70,91,79,3,0,7,10
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0," $311,395,144.00 ",54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19
Less Than Zero,The Weeknd,1,2022,1,7,2800,0," $200,660,871.00 ",18,77,61,0,1,143,,Major,53,50,79,0,0,8,3
Miserable Man,David Kushner,1,2022,1,7,788,0," $124,407,432.00 ",13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0," $119,238,316.00 ",7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8
Gasoline,The Weeknd,1,2022,1,7,2297,0," $116,903,579.00 ",11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5
Best Friends,The Weeknd,1,2022,1,7,1292,0," $101,114,984.00 ",3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0," $91,656,026.00 ",9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0," $88,103,848.00 ",7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3
Starry Eyes,The Weeknd,1,2022,1,7,1014,0," $74,601,456.00 ",1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0," $63,803,529.00 ",1,5,6,0,0,122,A#,Major,77,25,62,34,0,23,3
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0," $60,680,939.00 ",3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0," $54,937,991.00 ",17,3,3,0,0,115,F,Minor,90,74,54,16,0,13,28
Dawn FM,The Weeknd,1,2022,1,7,811,0," $53,933,526.00 ",1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0," $41,924,466.00 ",0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0," $37,307,967.00 ",0,1,2,0,0,118,,Major,44,52,94,11,0,4,29
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0," $31,959,571.00 ",1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0," $349,585,590.00 ",65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3," $236,940,480.00 ",32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12," $374,191,487.00 ",20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,0," $226,897,599.00 ",89,21,65,0,0,125,,Major,69,70,89,4,0,49,3
Christmas Tree,V,1,2021,12,24,509,9," $317,622,165.00 ",8,106,6,0,8,139,F,Major,44,18,38,70,0,12,4
La Bebe,Yng Lvcas,1,2021,12,24,489,17," $191,945,597.00 ",4,11,5,1,2,170,D,Minor,78,75,46,62,0,12,35
SloMo,Chanel,1,2021,12,24,1211,0," $65,719,930.00 ",31,0,19,0,2,105,C#,Minor,73,59,81,13,0,9,6
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0," $261,286,503.00 ",60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9
Mujeriego,Ryan Castro,1,2021,12,17,1492,0," $231,996,128.00 ",44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13
The Color Violet,Tory Lanez,1,2021,12,10,2585,32," $415,932,686.00 ",3,79,21,1,54,105,F#,Minor,65,46,53,16,0,9,5
Cigarettes,Juice WRLD,1,2021,12,10,975,0," $185,408,548.00 ",11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17," $652,704,649.00 ",156,35,110,19,0,131,A#,Major,77,84,71,35,0,15,4
I Hate U,SZA,1,2021,12,3,4094,0," $356,709,897.00 ",66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0," $287,201,015.00 ",56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3
ELEVEN,IVE,1,2021,12,1,521,1," $247,737,946.00 ",17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1," $240,684,449.00 ",14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24," $357,580,552.00 ",18,78,24,0,30,175,G,Minor,59,15,64,43,90,12,10
Oh My God,Adele,1,2021,11,19,4431,0," $466,214,729.00 ",105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0," $432,719,968.00 ",95,89,44,0,,206,,Minor,58,83,45,36,0,11,8
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0," $267,758,538.00 ",38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2," $252,871,192.00 ",57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0," $184,937,148.00 ",20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0," $181,328,253.00 ",43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0," $167,076,418.00 ",24,47,74,0,0,94,,Major,42,47,36,76,0,9,5
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0," $154,797,871.00 ",13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0," $225,259,194.00 ",45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0," $177,129,919.00 ",30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8
DANCE CRIP,Trueno,1,2021,11,17,731,0," $198,883,004.00 ",14,14,24,0,4,106,,Major,86,86,79,11,0,8,9
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5," $583,687,007.00 ",50,49,30,1,2,93,,Major,63,21,52,28,0,9,3
Envolver,Anitta,1,2021,11,11,4673,2," $546,191,065.00 ",123,113,180,1,4,92,E,Minor,81,40,73,15,0,9,8
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,2021,11,11,4640,3," $374,706,940.00 ",81,93,507,6,4,136,,Minor,77,82,30,95,0,13,5
Bar,"Tini, L-Gante",2,2021,11,11,755,4," $200,972,675.00 ",22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0," $539,595,276.00 ",68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0," $383,550,148.00 ",63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0," $245,095,641.00 ",44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6," $656,013,912.00 ",240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4
Super Gremlin,Kodak Black,1,2021,10,30,2551,0," $342,779,426.00 ",52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0," $1,223,481,149.00 ",8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2," $393,230,256.00 ",54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17," $611,994,237.00 ",114,172,284,2,,120,,Minor,56,16,67,0,0,11,4
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9," $510,876,816.00 ",77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0," $263,894,529.00 ",7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0," $209,768,491.00 ",42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0," $261,414,174.00 ",17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5
Easy On Me,Adele,1,2021,10,14,10195,20," $1,406,111,294.00 ",258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0," $258,316,038.00 ",24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26," $775,542,072.00 ",61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8
The Feels,TWICE,1,2021,10,1,1150,0," $345,903,614.00 ",20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13," $1,061,966,512.00 ",0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0," $421,040,617.00 ",105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0," $920,797,189.00 ",173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0," $354,065,229.00 ",69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6
MONEY,Lisa,1,2021,9,10,2566,13," $863,625,566.00 ",44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23
Toxic,BoyWithUke,1,2021,9,10,1795,0," $582,981,380.00 ",34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36
Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,0," $263,779,030.00 ",2,0,12,0,10,138,D,Major,69,35,57,12,0,10,9
Shivers,Ed Sheeran,1,2021,9,9,10147,30," $1,302,184,087.00 ",234,71,543,18,,141,D,Major,79,82,86,28,0,4,9
Angel Baby,Troye Sivan,1,2021,9,9,1959,9," $408,843,328.00 ",52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2," $436,695,353.00 ",86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7," $1,223,481,149.00 ",122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0," $594,482,982.00 ",45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6," $593,917,618.00 ",118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0," $489,945,871.00 ",144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0," $346,127,840.00 ",16,5,43,0,7,129,B,Major,42,33,44,62,0,8,6
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0," $355,219,175.00 ",101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4," $726,434,358.00 ",69,100,154,20,438,202,A#,Major,34,25,51,69,0,18,4
Acapulco,Jason Derulo,1,2021,9,1,3098,0," $363,467,642.00 ",111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5
Praise God,Kanye West,1,2021,8,29,4651,0," $376,333,030.00 ",24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5," $560,222,750.00 ",114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0," $674,772,936.00 ",183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9
ýýýabcdefu,Gayle,1,2021,8,13,7215,0," $1,007,612,429.00 ",170,12,575,18,,122,E,Major,70,42,54,30,0,37,5
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0," $427,486,004.00 ",122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0," $223,319,934.00 ",72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11
Every Summertime,NIKI,1,2021,8,10,1211,2," $290,228,626.00 ",30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0," $184,826,429.00 ",42,9,24,1,1,138,D#,Major,70,31,44,84,0,9,39
Take My Breath,The Weeknd,1,2021,8,6,6392,0," $432,702,334.00 ",174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5
Take My Breath,The Weeknd,1,2021,8,6,2597,0," $130,655,803.00 ",17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10," $673,801,126.00 ",138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0," $566,954,746.00 ",171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0," $1,056,760,045.00 ",138,133,283,0,,65,,Major,31,31,24,76,0,14,4
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44," $972,509,632.00 ",238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0," $412,795,151.00 ",19,0,38,0,0,81,,Major,45,12,57,7,0,23,3
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0," $1,814,349,763.00 ",300,47,690,0,,150,D#,Minor,74,89,70,2,0,5,6
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36," $2,665,343,922.00 ",492,99,798,31,0,170,C#,Major,59,48,76,4,0,10,5
Permission to Dance,BTS,1,2021,7,9,1801,2," $608,334,048.00 ",77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19," $610,045,621.00 ",101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7
Sobrio,Maluma,1,2021,7,8,3506,10," $513,643,924.00 ",103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22
Woman,Doja Cat,1,2021,6,25,9424,0," $1,329,090,101.00 ",202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34," $809,306,935.00 ",83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0," $516,784,627.00 ",43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16
Ain't Shit,Doja Cat,1,2021,6,25,3436,0," $499,710,590.00 ",32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3," $465,959,382.00 ",36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5
Pepas,Farruko,1,2021,6,24,14114,17," $1,309,887,447.00 ",252,109,965,20,,130,G,Major,76,44,77,1,0,13,3
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0," $672,656,250.00 ",83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0," $528,544,703.00 ",93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16
Need To Know,Doja Cat,1,2021,6,11,6672,0," $1,042,568,408.00 ",125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7
Por las Noches,Peso Pluma,1,2021,6,11,457,24," $330,346,424.00 ",8,116,4,3,2,92,,Major,81,39,60,31,0,7,3
Yonaguni,Bad Bunny,1,2021,6,4,9644,28," $1,260,594,497.00 ",120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6," $1,230,855,859.00 ",85,43,134,0,,176,D#,Major,29,12,33,68,0,12,5
Butter,BTS,1,2021,5,21,4779,6," $1,143,647,827.00 ",180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11
happier,Olivia Rodrigo,1,2021,5,21,3069,4," $850,608,354.00 ",25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0," $783,706,581.00 ",20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0," $665,765,558.00 ",10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13
295,Sidhu Moose Wala,1,2021,5,15,246,4," $183,273,246.00 ",4,106,0,0,7,90,B,Minor,68,54,76,21,0,11,20
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6," $1,887,039,593.00 ",259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10," $422,691,058.00 ",54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6
Jordan,Ryan Castro,1,2021,4,30,2844,2," $394,030,335.00 ",29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16," $596,152,090.00 ",61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4," $651,732,901.00 ",143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4
2055,Sleepy hallow,1,2021,4,14,2226,0," $624,515,457.00 ",29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0," $1,575,467,011.00 ",382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3
RAPSTAR,Polo G,1,2021,4,9,4731,0," $797,402,345.00 ",141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12," $350,381,515.00 ",47,90,1,0,7,130,F#,Major,63,49,73,5,0,9,3
